"","expenditure_category","subcategory","agency","fiscal_year","Categorical.Citywide.Exp","FY_CPI","Adjusted.Categorical.Citywide.Exp","human_services"
"804","General Government","Borough President-Staten Island","Borough President-Staten Island",2019,4342000,253.2685,5307233.67098554,FALSE
"805","General Government","Office of the Comptroller","Office of the Comptroller",2019,90657000,253.2685,110810198.735729,FALSE
"806","General Government","Office of Administrative Tax Appeals","Office of Administrative Tax Appeals",2019,4972000,253.2685,6077283.69694613,FALSE
"807","General Government","Law Department","Law Department",2019,240735000,253.2685,294250782.539084,FALSE
"808","General Government","Department of City Planning","Department of City Planning",2019,40058000,253.2685,48962958.6348085,FALSE
"809","General Government","Department of Investigation","Department of Investigation",2019,43339000,253.2685,52973330.2779461,FALSE
"810","General Government","Department of Veterans Service","Department of Veterans Service",2019,4098000,253.2685,5008992.07362937,FALSE
"811","General Government","Public Advocate","Public Advocate",2019,3022000,253.2685,3693795.52135382,FALSE
"812","General Government","City Council","City Council",2019,78367000,253.2685,95788111.721355,FALSE
"813","General Government","City Clerk","City Clerk",2019,5577000,253.2685,6816776.182194,FALSE
"814","General Government","Financial Information Services Agency","Financial Information Services Agency",2019,104004000,253.2685,127124258.571437,FALSE
"815","General Government","Office of Payroll Administration","Office of Payroll Administration",2019,16098000,253.2685,19676611.6157359,FALSE
"816","General Government","Independent Budget Office","Independent Budget Office",2019,4353000,253.2685,5320678.98889913,FALSE
"817","General Government","Equal Employment Practices Commission","Equal Employment Practices Commission",2019,1145000,253.2685,1399535.36464266,FALSE
"818","General Government","Civil Service Commission","Civil Service Commission",2019,1024000,253.2685,1251636.86759309,FALSE
"819","General Government","Landmarks Preservation Commission","Landmarks Preservation Commission",2019,6221000,253.2685,7603938.43095371,FALSE
"820","General Government","Districting Commission","Districting Commission",2019,NA,253.2685,NA,FALSE
"821","General Government","Commission on Human Rights","Commission on Human Rights",2019,13254000,253.2685,16200385.7842566,TRUE
"822","General Government","Office of Racial Equity","Office of Racial Equity",2019,NA,253.2685,NA,TRUE
"823","General Government","Commission of Racial Equity","Commission of Racial Equity",2019,NA,253.2685,NA,TRUE
"824","General Government","Department of Youth and Community Development","Department of Youth and Community Development",2019,697619000,253.2685,852700839.778733,TRUE
"825","General Government","Conflicts of Interest Board","Conflicts of Interest Board",2019,2679000,253.2685,3274546.06277528,FALSE
"826","General Government","Office of Collective Bargaining","Office of Collective Bargaining",2019,2298000,253.2685,2808849.14231339,FALSE
"827","General Government","Manhattan Community Board #1","Manhattan Community Board #1",2019,288000,253.2685,352022.869010556,FALSE
"828","General Government","Manhattan Community Board #2","Manhattan Community Board #2",2019,333000,253.2685,407026.442293455,FALSE
"829","General Government","Manhattan Community Board #3","Manhattan Community Board #3",2019,420000,253.2685,513366.683973727,FALSE
"830","General Government","Manhattan Community Board #4","Manhattan Community Board #4",2019,422000,253.2685,515811.287230745,FALSE
"831","General Government","Manhattan Community Board #5","Manhattan Community Board #5",2019,323000,253.2685,394803.426008367,FALSE
"832","General Government","Manhattan Community Board #6","Manhattan Community Board #6",2019,230000,253.2685,281129.374557041,FALSE
"833","General Government","Manhattan Community Board #7","Manhattan Community Board #7",2019,327000,253.2685,399692.632522402,FALSE
"834","General Government","Manhattan Community Board #8","Manhattan Community Board #8",2019,379000,253.2685,463252.317204864,FALSE
"835","General Government","Manhattan Community Board #9","Manhattan Community Board #9",2019,277000,253.2685,338577.551096958,FALSE
"836","General Government","Manhattan Community Board #10","Manhattan Community Board #10",2019,317000,253.2685,387469.616237313,FALSE
"837","General Government","Manhattan Community Board #11","Manhattan Community Board #11",2019,302000,253.2685,369135.09180968,FALSE
"838","General Government","Manhattan Community Board #12","Manhattan Community Board #12",2019,394000,253.2685,481586.841632497,FALSE
"839","General Government","Bronx Community Board #1","Bronx Community Board #1",2019,346000,253.2685,422916.363464071,FALSE
"840","General Government","Bronx Community Board #2","Bronx Community Board #2",2019,304000,253.2685,371579.695066698,FALSE
"841","General Government","Bronx Community Board #3","Bronx Community Board #3",2019,329000,253.2685,402137.23577942,FALSE
"842","General Government","Bronx Community Board #4","Bronx Community Board #4",2019,284000,253.2685,347133.66249652,FALSE
"843","General Government","Bronx Community Board #5","Bronx Community Board #5",2019,202000,253.2685,246904.928958793,FALSE
"844","General Government","Bronx Community Board #6","Bronx Community Board #6",2019,260000,253.2685,317798.423412308,FALSE
"845","General Government","Bronx Community Board #7","Bronx Community Board #7",2019,332000,253.2685,405804.140664947,FALSE
"846","General Government","Bronx Community Board #8","Bronx Community Board #8",2019,277000,253.2685,338577.551096958,FALSE
"847","General Government","Bronx Community Board #9","Bronx Community Board #9",2019,318000,253.2685,388691.917865822,FALSE
"848","General Government","Bronx Community Board #10","Bronx Community Board #10",2019,332000,253.2685,405804.140664947,FALSE
"849","General Government","Bronx Community Board #11","Bronx Community Board #11",2019,319000,253.2685,389914.219494331,FALSE
"850","General Government","Bronx Community Board #12","Bronx Community Board #12",2019,292000,253.2685,356912.075524591,FALSE
"851","General Government","Queens Community Board #1","Queens Community Board #1",2019,314000,253.2685,383802.711351787,FALSE
"852","General Government","Queens Community Board #2","Queens Community Board #2",2019,357000,253.2685,436361.681377668,FALSE
"853","General Government","Queens Community Board #3","Queens Community Board #3",2019,334000,253.2685,408248.743921964,FALSE
"854","General Government","Queens Community Board #4","Queens Community Board #4",2019,318000,253.2685,388691.917865822,FALSE
"855","General Government","Queens Community Board #5","Queens Community Board #5",2019,304000,253.2685,371579.695066698,FALSE
"856","General Government","Queens Community Board #6","Queens Community Board #6",2019,315000,253.2685,385025.012980296,FALSE
"857","General Government","Queens Community Board #7","Queens Community Board #7",2019,341000,253.2685,416804.855321526,FALSE
"858","General Government","Queens Community Board #8","Queens Community Board #8",2019,370000,253.2685,452251.602548284,FALSE
"859","General Government","Queens Community Board #9","Queens Community Board #9",2019,221000,253.2685,270128.659900461,FALSE
"860","General Government","Queens Community Board #10","Queens Community Board #10",2019,327000,253.2685,399692.632522402,FALSE
"861","General Government","Queens Community Board #11","Queens Community Board #11",2019,354000,253.2685,432694.776492142,FALSE
"862","General Government","Queens Community Board #12","Queens Community Board #12",2019,318000,253.2685,388691.917865822,FALSE
"863","General Government","Queens Community Board #13","Queens Community Board #13",2019,332000,253.2685,405804.140664947,FALSE
"864","General Government","Queens Community Board #14","Queens Community Board #14",2019,289000,253.2685,353245.170639065,FALSE
"865","General Government","Brooklyn Community Board #1","Brooklyn Community Board #1",2019,355000,253.2685,433917.078120651,FALSE
"866","General Government","Brooklyn Community Board #2","Brooklyn Community Board #2",2019,331000,253.2685,404581.839036438,FALSE
"867","General Government","Brooklyn Community Board #3","Brooklyn Community Board #3",2019,333000,253.2685,407026.442293455,FALSE
"868","General Government","Brooklyn Community Board #4","Brooklyn Community Board #4",2019,299000,253.2685,365468.186924154,FALSE
"869","General Government","Brooklyn Community Board #5","Brooklyn Community Board #5",2019,242000,253.2685,295796.994099148,FALSE
"870","General Government","Brooklyn Community Board #6","Brooklyn Community Board #6",2019,289000,253.2685,353245.170639065,FALSE
"871","General Government","Brooklyn Community Board #7","Brooklyn Community Board #7",2019,288000,253.2685,352022.869010556,FALSE
"872","General Government","Brooklyn Community Board #8","Brooklyn Community Board #8",2019,337000,253.2685,411915.648807491,FALSE
"873","General Government","Brooklyn Community Board #9","Brooklyn Community Board #9",2019,246000,253.2685,300686.200613183,FALSE
"874","General Government","Brooklyn Community Board #10","Brooklyn Community Board #10",2019,374000,253.2685,457140.809062319,FALSE
"875","General Government","Brooklyn Community Board #11","Brooklyn Community Board #11",2019,311000,253.2685,380135.80646626,FALSE
"876","General Government","Brooklyn Community Board #12","Brooklyn Community Board #12",2019,343000,253.2685,419249.458578544,FALSE
"877","General Government","Brooklyn Community Board #13","Brooklyn Community Board #13",2019,3e+05,253.2685,366690.488552662,FALSE
"878","General Government","Brooklyn Community Board #14","Brooklyn Community Board #14",2019,361000,253.2685,441250.887891704,FALSE
"879","General Government","Brooklyn Community Board #15","Brooklyn Community Board #15",2019,204000,253.2685,249349.53221581,FALSE
"880","General Government","Brooklyn Community Board #16","Brooklyn Community Board #16",2019,247000,253.2685,301908.502241692,FALSE
"881","General Government","Brooklyn Community Board #17","Brooklyn Community Board #17",2019,364000,253.2685,444917.79277723,FALSE
"882","General Government","Brooklyn Community Board #18","Brooklyn Community Board #18",2019,284000,253.2685,347133.66249652,FALSE
"883","General Government","Staten Island Community Board #1","Staten Island Community Board #1",2019,311000,253.2685,380135.80646626,FALSE
"884","General Government","Staten Island Community Board #2","Staten Island Community Board #2",2019,192000,253.2685,234681.912673704,FALSE
"885","General Government","Staten Island Community Board #3","Staten Island Community Board #3",2019,348000,253.2685,425360.966721089,FALSE
"886","General Government","Department of Small Business Services","Department of Small Business Services",2019,211452000,253.2685,258458123.951459,TRUE
"887","General Government","Office of Administrative Trials and Hearings","Office of Administrative Trials and Hearings",2019,47079000,253.2685,57544738.3685693,FALSE
"888","General Government","Business Integrity Commission","Business Integrity Commission",2019,8769000,253.2685,10718362.9803943,FALSE
